ID,Unit Code,Unit Name,Credit Points,EFTSL,Unit Fee
415,DENT5444, Comprehensive Clinical Care 4,6,0.125,"$1,413 "
416,DENT5445, Comprehensive Clinical Care 5,6,0.125,"$1,413 "
417,DENT5446, Comprehensive Clinical Care 6,6,0.125,"$1,413 "
418,DENT5447, Comprehensive Clinical Care 7,6,0.125,"$1,413 "
419,DENT5448, Comprehensive Clinical Care 8,6,0.125,"$1,413 "
420,CITS4009, Computational Data Analysis,6,0.125,$994 
421,SHPC4001, Computational Methods for Physics,6,0.125,$994 
422,CITS4403, Computational Modelling,6,0.125,$994 
423,PHYS5513, Computational Statistics for Physics,6,0.125,$994 
424,CITS1401, Computational Thinking with Python,6,0.125,$994 
425,STAT4063, Computationally Intensive Methods in Statistics,6,0.125,$494 
426,CITS2401, Computer Analysis and Visualisation,6,0.125,$994 
427,CITS3002, Computer Networks,6,0.125,$994 
428,CITS4001, Computer Science and Software Engineering Research Project Part 1,12,0.25,"$1,988 "
429,CITS4002, Computer Science and Software Engineering Research Project Part 2,12,0.25,"$1,988 "
430,CITS4402, Computer Vision,6,0.125,$994 
431,LAWS5503, Conflict of Laws,6,0.125,"$1,813 "
432,PHIL4103, Consciousness,6,0.125,"$1,813 "
433,BIOL2261, Conservation Biology,6,0.125,$994 
434,BIOL5542, Conservation Genetics,6,0.125,$994 
435,ARCT5505," Conservation in Cultural Landscapes, Historic Towns and Urban Precincts",6,0.125,$994 
436,ARCT5577," Conservation in Cultural Landscapes, Historic Towns and Urban Precincts (GC)",6,0.125,$994 
437,ARCT5506, Conservation Planning in Practice,6,0.125,$994 
438,PSYCM502, Considerations for FASD Diagnosis,3,0.063,$706 
439,PODI5302, Consolidation of Clinical Practice I,12,0.25,"$1,988 "
440,PODI5306, Consolidation of Clinical Practice II,12,0.25,"$1,988 "
441,LAWS5101, Constitutional Law,6,0.125,"$1,813 "
442,ARCT3030, Construction,6,0.125,$994 
443,LAWS5398, Construction Law,6,0.125,"$1,813 "
444,MKTG1204, Consumer Behaviour,6,0.125,"$1,813 "
445,LAWS5128, Consumer Law,6,0.125,"$1,813 "
446,MKTG3312, Consumers Around the World,6,0.125,"$1,813 "
447,ENVE4401, Contaminant Fate and Transport,6,0.125,$994 
448,HART2222, Contemporary Art,6,0.125,$994 
449,MUSC4101, Contemporary Debates in Music,6,0.125,$994 
450,ACCT5501, Contemporary Issues in Accounting,6,0.125,"$1,813 "
451,ASIA3006, Contemporary Korean Society,6,0.125,"$1,813 "
452,FREN3814, Contemporary Literature in French,6,0.125,$494 
453,ACCT3203, Contemporary Managerial Accounting,6,0.125,"$1,813 "
454,PPHE3327, Contemporary Political Theory,6,0.125,"$1,813 "
455,URBD5805, Contemporary Urbanism,6,0.125,$994 
456,MATH4032, Continuous Geometry and Analysis,6,0.125,$494 
457,LAWS4103, Contract,6,0.125,"$1,813 "
458,GENG4402, Control Engineering,6,0.125,$994 
459,LAWS5184, Co-operative Education for Enterprise Development (CEED),6,0.125,"$1,813 "
460,CHEM2001, Core Chemical Concepts and Techniques,6,0.125,$994 
461,ECON4002, Core Concepts in Agricultural and Applied Economics,6,0.125,"$1,813 "
462,ACCT2201, Corporate Accounting,6,0.125,"$1,813 "
463,FINA2222, Corporate Financial Policy,6,0.125,"$1,813 "
464,LAWS5104, Corporations Law,6,0.125,"$1,813 "
465,TRNS5003, Corpus-based Translation Studies,6,0.125,$494 
466,PHYS4418, Cosmological Physics,6,0.125,$994 
467,LAWS3221, Creative Expression and the Law,6,0.125,"$1,813 "
468,ENGL2501, Creative Writing: Theory and Practice,6,0.125,"$1,813 "
469,HIST3007, Crime and Punishment in Britain 1600-1900,6,0.125,"$1,813 "
470,LAWS1110, Crime and Society,6,0.125,"$1,813 "
471,LAWS3374," Crime, Justice and Public Policy",6,0.125,"$1,813 "
472,LAWS2223, Criminal Justice Systems,6,0.125,"$1,813 "
473,LAWS4102, Criminal Law,6,0.125,"$1,813 "
474,GEOS5512, Critical Metal Resources,6,0.125,$994 
475,LACH4505, Critical Theory: 'isms and 'ologies in Landscape Architecture,6,0.125,$994 
476,MKTG4401, Critiquing Marketing Research,6,0.125,"$1,813 "
477,SCIE3314, Crops and Cropping Systems,6,0.125,$494 
478,ANTH2701," Culture, Ecologies, Extinction: Environment and Society in a Time of Crisis",6,0.125,"$1,813 "
479,ASIA2001," Culture, Society and the State in Asia",6,0.125,"$1,813 "
480,COMM1002," Cultures, New Media, and Communications",6,0.125,"$1,813 "
481,ARTF2000, Curatorial Practices,6,0.125,$994 
482,HART3204, Curatorial Studies Internship,6,0.125,$994 
483,EDUC5512, Curriculum Design for Learning,6,0.125,$494 
484,CITS3004, Cybersecurity,6,0.125,$994 
485,ITAL3816, Dante's Divine Comedy: a Medieval Masterpiece for the Modern World,6,0.125,$494 
486,SSEH4603, Data Analysis,6,0.125,$494 
487,MGMT5504, Data Analysis and Decision Making,6,0.125,$494 
488,SCIEM504, Data Analysis with R for Agricultural and Environmental Science,6,0.125,$494 
489,BUSN1200, Data Analytics for Business,6,0.125,$994 
490,ENSC3012, Data Collection and Analysis,6,0.125,$494 
491,MGMT5513, Data Driven Decision Making,6,0.125,$494 
492,SCIE4402, Data Management and Analysis in the Natural Sciences,6,0.125,$494 
493,CITS5553, Data Science Capstone Project,6,0.125,$994 
494,CITS5014, Data Science Research Project Part 1,6,0.125,$994 
495,CITS5015, Data Science Research Project Part 2,6,0.125,$994 
496,CITS5013, Data Science Research Project Part 3,12,0.25,"$1,988 "
497,BUSN5003, Data Storytelling,6,0.125,$994 
498,CITS2200, Data Structures and Algorithms,6,0.125,$994 
499,SCIE4401, Data Use in Science,6,0.125,$494 
500,CITS5504, Data Warehousing,6,0.125,$994 
501,CITS3401, Data Warehousing,6,0.125,$994 
502,ENVT5513, Decision Strategies for Biodiversity Conservation,6,0.125,$994 
503,ENVT5004, Decoding and Recoding for Environmental Biotechnology,6,0.125,$994 
504,MECH4428, Degradation of Materials,6,0.125,$994 
505,POLS5301, Democracy in Divided Societies,6,0.125,"$1,813 "
506,ASIA3005, Democratisation in Asia,6,0.125,"$1,813 "
507,MGMT5514, Demonstrating Social Impact,6,0.125,"$1,813 "
508,DENT5630, Dental Epidemiology,6,0.125,"$1,413 "
509,DENT5603, Dental Research Methodology,6,0.125,"$1,413 "
510,DENT6907, Dento-Maxillofacial Radiology Clinical Practice I Part 1,6,0.125,"$1,413 "
511,DENT6908, Dento-Maxillofacial Radiology Clinical Practice I Part 2,6,0.125,"$1,413 "
512,DENT6909, Dento-Maxillofacial Radiology Clinical Practice II (Part 1),12,0.25,"$2,825 "
513,DENT6910, Dento-Maxillofacial Radiology Clinical Practice II (Part 2),12,0.25,"$2,825 "
514,DENT6913, Dento-Maxillofacial Radiology Research Dissertation,6,0.125,"$1,413 "
515,DENT6901, Dento-maxillofacial Radiology Theory I Part 1,6,0.125,"$1,413 "
516,DENT6902, Dento-maxillofacial Radiology Theory I Part 2,6,0.125,"$1,413 "
517,DENT6903, Dento-Maxillofacial Radiology Theory II (Part 1),6,0.125,"$1,413 "
518,DENT6904, Dento-Maxillofacial Radiology Theory II (Part 2),6,0.125,"$1,413 "
519,FINA2204, Derivative Products and Markets,6,0.125,"$1,813 "
520,MECH5504, Design and Failure Analysis of Materials,6,0.125,$994 
521,ARLA4001, Design Research Part 1,12,0.25,"$1,988 "
522,ARLA4002, Design Research Part 2,12,0.25,"$1,988 "
523,ARCT2001, Design Studio,12,0.25,"$1,988 "
524,LACH5424, Design Studio - Complexity,12,0.25,"$1,988 "
525,ARLA1000, Design Studio - Groundings,6,0.125,$994 
526,LACH5422, Design Studio - Making,12,0.25,"$1,988 "
527,LACH3003, Design Through Landscape Management,6,0.125,$994 
528,COMM3003, Designing Play,6,0.125,"$1,813 "
529,MIXD5005, Designing Social Research,6,0.125,"$1,813 "
530,ARCT5201, Detailed Design Studio,12,0.25,"$1,988 "
531,ARCT5202, Detailed Design Studio 2,12,0.25,"$1,988 "
532,EDUC5506, Developing and Managing the Infant and Early Childhood Learning Environment,6,0.125,$494 
533,DENT5415, Development and Behavioural Sciences 5,6,0.125,"$1,413 "
534,MEDC5801, Development and Communication of Research,6,0.125,"$1,413 "
535,ECON3220, Development Economics,6,0.125,"$1,813 "
536,GEOG5002, Development Practice,6,0.125,"$1,813 "
537,DENT4211, Developmental and Behavioural Sciences 1,6,0.125,"$1,413 "
538,DENT5312, Developmental and Behavioural Sciences 2,6,0.125,"$1,413 "
539,DENT5313, Developmental and Behavioural Sciences 3,6,0.125,"$1,413 "
540,DENT5414, Developmental and Behavioural Sciences 4,6,0.125,"$1,413 "
541,APHB5501, Developmental Origins of Health and Disease,6,0.125,$994 
542,PSYC5525, Diagnosis of Fetal Alcohol Spectrum Disorder (FASD),6,0.125,"$1,813 "
543,DENT4121, Diagnostic and Surgical Sciences 1,24,0.5,"$5,650 "
544,DENT4122, Diagnostic and Surgical Sciences 2,24,0.5,"$5,650 "
545,DENT4221, Diagnostic and Surgical Sciences 3,6,0.125,"$1,413 "
546,DENT5322, Diagnostic and Surgical Sciences 4,6,0.125,"$1,413 "
547,DENT5323, Diagnostic and Surgical Sciences 5,6,0.125,"$1,413 "
548,MICR5832, Diagnostic Medical Microbiology,6,0.125,$994 
549,COMM5200, Digital Advocacy,6,0.125,"$1,813 "
550,ELEC4403, Digital and Embedded Systems,6,0.125,$994 
551,ARCT5595, Digital Design Journal,6,0.125,$994 
552,ENSC3020, Digital Embedded Systems,6,0.125,$994 
553,MKTG5502, Digital Marketing,6,0.125,"$1,813 "
554,MKTG3307, Digital Marketing,6,0.125,"$1,813 "
555,COMM2002, Digital Media,6,0.125,"$1,813 "
556,COMM5702, Digital Media: Theory and Practice,6,0.125,"$1,813 "
557,ELEC5503, Digital Microelectronics System Design,6,0.125,$994 
558,BLDG5200, Digital Site,6,0.125,$994 
559,BLDG5201, Digital Site Online,6,0.125,$994 
560,ELEC4406, Digital System Design,6,0.125,$994 
561,EDUC5708, Digital Technologies for Learning,6,0.125,$494 
562,GEOG1104, Disasters!,6,0.125,$994 
563,EART1104, Discovering Earth,6,0.125,$994 
564,CITS2211, Discrete Structures,6,0.125,$994 
565,PUBH2204, Disease Prevention and Control,6,0.125,$994 
566,PUBH5751, Disease Prevention in Population Health,6,0.125,$994 
567,LAWS5109, Dispute Resolution,6,0.125,"$1,813 "
568,SWSP4536, Dissertation,12,0.25,"$3,625 "
569,ACCT4486, Dissertation (Accounting) Part 1,6,0.125,"$1,813 "
570,ACCT4487, Dissertation (Accounting) Part 2,6,0.125,"$1,813 "
571,ACCT4488, Dissertation (Accounting) Part 3,6,0.125,"$1,813 "
572,ACCT4489, Dissertation (Accounting) Part 4,6,0.125,"$1,813 "
573,LAWS4203, Dissertation (Business Law) Part 1,12,0.25,"$3,625 "
574,LAWS4204, Dissertation (Business Law) Part 2,12,0.25,"$3,625 "
575,ECON4486, Dissertation (Economics) Part 1,6,0.125,"$1,813 "
576,ECON4487, Dissertation (Economics) Part 2,6,0.125,"$1,813 "
577,ECON4488, Dissertation (Economics) Part 3,6,0.125,"$1,813 "
578,ECON4489, Dissertation (Economics) Part 4,6,0.125,"$1,813 "
579,EMPL4481, Dissertation (Employment Relations) Part 1,6,0.125,"$1,813 "
580,EMPL4482, Dissertation (Employment Relations) Part 2,6,0.125,"$1,813 "
581,EMPL4483, Dissertation (Employment Relations) Part 3,6,0.125,"$1,813 "
582,EMPL4484, Dissertation (Employment Relations) Part 4,6,0.125,"$1,813 "
583,FINA4486, Dissertation (Finance) Part 1,6,0.125,"$1,813 "
584,FINA4487, Dissertation (Finance) Part 2,6,0.125,"$1,813 "
585,FINA4488, Dissertation (Finance) Part 3,6,0.125,"$1,813 "
586,FINA4489, Dissertation (Finance) Part 4,6,0.125,"$1,813 "
587,IMED5812, Dissertation (full-time),24,0.5,"$3,975 "
588,DENT5639, Dissertation (full-time),24,0.5,"$5,650 "
589,PUBH5712, Dissertation (full-time),24,0.5,"$3,975 "
590,GEOG5011," Dissertation (Geography, Planning, Environment and Development) Part 1",6,0.125,"$1,813 "
591,GEOG5012," Dissertation (Geography, Planning, Environment and Development) Part 2",6,0.125,"$1,813 "
592,GEOG5013," Dissertation (Geography, Planning, Environment and Development) Part 3",6,0.125,"$1,813 "
593,HRMT4485, Dissertation (Human Resource Management) Part 1,6,0.125,"$1,813 "
594,HRMT4486, Dissertation (Human Resource Management) Part 2,6,0.125,"$1,813 "
595,HRMT4487, Dissertation (Human Resource Management) Part 3,6,0.125,"$1,813 "
596,HRMT4488, Dissertation (Human Resource Management) Part 4,6,0.125,"$1,813 "
597,LAWS4201, Dissertation (Law and Society) Part 1,12,0.25,"$3,625 "
598,LAWS4202, Dissertation (Law and Society) Part 2,12,0.25,"$3,625 "
599,MGMT4485, Dissertation (Management) Part 1,6,0.125,"$1,813 "
600,MGMT4486, Dissertation (Management) Part 2,6,0.125,"$1,813 "
601,MGMT4487, Dissertation (Management) Part 3,6,0.125,"$1,813 "
602,MGMT4488, Dissertation (Management) Part 4,6,0.125,"$1,813 "
603,MKTG4486, Dissertation (Marketing) Part 1,6,0.125,"$1,813 "
604,MKTG4487, Dissertation (Marketing) Part 2,6,0.125,"$1,813 "
605,MKTG4488, Dissertation (Marketing) Part 3,6,0.125,"$1,813 "
606,MKTG4489, Dissertation (Marketing) Part 4,6,0.125,"$1,813 "
607,PUBH5714, Dissertation (part-time),12,0.25,"$1,988 "
608,DENT5641, Dissertation (part-time),12,0.25,"$2,825 "
609,IMED5814, Dissertation (part-time),12,0.25,"$1,988 "
610,PHYS5563, Dissertation in Astronomy and Astrophysics,6,0.125,$994 
611,PHYS5036, Dissertation in Computational Physics,6,0.125,$994 
612,PHYS5026, Dissertation in Experimental Physics,6,0.125,$994 
613,PHYS5436, Dissertation in Medical Physics,6,0.125,$994 
614,PHYS4001, Dissertation in Physics Part 1,6,0.125,$994 
615,PHYS4002, Dissertation in Physics Part 2,6,0.125,$994 
616,PHYS4003, Dissertation in Physics Part 3,6,0.125,$994 
617,PHYS4004, Dissertation in Physics Part 4,6,0.125,$994 
618,PHYS5016, Dissertation in Theoretical Physics,6,0.125,$994 
619,SCIE5571, Dissertation Part 1,6,0.125,$494 
620,HART4404, Dissertation Part 1,12,0.25,"$1,988 "
621,HART4405, Dissertation Part 2,12,0.25,"$1,988 "
622,SCIE5572, Dissertation Part 2,6,0.125,$494 
623,SCIE5573, Dissertation Part 3,6,0.125,$494 
624,SCIE5574, Dissertation Part 4,6,0.125,$494 
625,HRMT5501, Diversity and Inclusion,6,0.125,"$1,813 "
626,EDUC5514, Diversity in inclusive classrooms,6,0.125,$494 
627,EDUC9972, Doctoral Research Project Design,12,0.25,$988 
628,EDUC9970, Doctoral Research Project Plan,12,0.25,$988 
629,EDUC9971, Doctoral Research Scoping Project,12,0.25,$988 
630,ARCY3003, Doing Archaeology: Analytical Skills,6,0.125,"$1,813 "
631,ARCY2005, Doing Archaeology: Rock Art Fieldschool,6,0.125,"$1,813 "
632,LAWS5232, Double Tax Agreements and International Tax Law,6,0.125,"$1,813 "
633,ARTF1054, Drawing Foundations,6,0.125,$994 
634,ARCT1010, Drawing History,6,0.125,$994 
635,ARTF2054," Drawing, Painting & Print Studio",6,0.125,$994 
636,PHAR1101, Drugs that Changed the World,6,0.125,$994 
637,EART1105, Dynamic Planet,6,0.125,$994 
638,MATH4021, Dynamical Systems,6,0.125,$494 
639,MECH4426," Dynamics, Vibration and Sound",6,0.125,$994 
640,EART2231, Earth Materials,6,0.125,$994 
641,EART2234, Earth Processes,6,0.125,$994 
642,ARTF2040," Earth, Water, Air & Fire: Material Explorations in Environmental Art",6,0.125,$994 
643,ENVE4405, Ecological Engineering,6,0.125,$994 
644,BIOLM400, Ecological Monitoring,6,0.125,$994 
645,ENVT3363, Ecological Processes,6,0.125,$994 
646,ENVT5517, Ecological Rehabilitation,6,0.125,$994 
647,ENVT2250, Ecology,6,0.125,$994 
648,ECON3371, Econometrics,6,0.125,"$1,813 "
649,ECON5540, Economic Analysis and Policy,6,0.125,"$1,813 "
650,ECON5001, Economic Development in Theory and Practice,6,0.125,"$1,813 "
651,PUBH5801, Economic Evaluation of Health Care,6,0.125,$994 
652,ECON5515, Economic Growth and Institutions,6,0.125,"$1,813 "
653,ECON5503, Economic Management and Strategy,6,0.125,"$1,813 "
654,ECON3395, Economic Policy,6,0.125,"$1,813 "
655,ECON5514, Economic Research and Evaluation Methods,6,0.125,"$1,813 "
656,STAT1520, Economics and Business Statistics,6,0.125,$494 
657,ECON1000, Economics for Business,6,0.125,"$1,813 "
658,ECON5541, Economics for Business: Applications and Policy,6,0.125,"$1,813 "
659,ECON5518, Economics of Global Health and Policy,6,0.125,"$1,813 "
660,ENVT5512, Ecosystem Biogeochemistry,6,0.125,$994 
661,ENVT5580, Ecotourism Research Project Part 1,6,0.125,$994 
662,ENVT5581, Ecotourism Research Project Part 2,6,0.125,$994 
663,ENVT5582, Ecotourism Research Project Part 3,6,0.125,$994 
664,ENVT5583, Ecotourism Research Project Part 4,6,0.125,$994 
665,EDUC5660, Education Studies,6,0.125,$494 
666,EDUC5415, Educational Leadership and Management,6,0.125,$494 
667,ELEC5551, Electrical and Electronic Engineering Design Project 1,6,0.125,$994 
668,ELEC5552, Electrical and Electronic Engineering Design Project 2,6,0.125,$994 
669,PHYS5010, Electrodynamics and Differential Geometry,6,0.125,$994 
670,PHYS3002, Electrodynamics and Relativity,6,0.125,$994 
671,ENSC3014, Electronic Materials and Devices,6,0.125,$994 
672,MUSC2274, Electronic Music: Experimental Investigations,6,0.125,$994 
673,MUSC2273, Electronic Music: Generative Processes,6,0.125,$994 
674,MUSC2277, Electronic Music: Interactive Systems,6,0.125,$994 
675,MUSC1055, Electronic Music: Methods and Means,6,0.125,$994 
676,EDUC5618, Embedding ICTs Across the Curriculum,6,0.125,$494 
677,EMPL5555, Employee Relations Law,6,0.125,"$1,813 "
678,EMPL5412, Employment Relations,6,0.125,"$1,813 "
679,EMPL5511, Employment Relations in a Global Context,6,0.125,"$1,813 "
680,ARCT5521, Empowering Communities Through Design,6,0.125,$994 
681,DENT6807, Endodontics Clinical Practice I Part 1,6,0.125,"$1,413 "
682,DENT6808, Endodontics Clinical Practice I Part 2,6,0.125,"$1,413 "
683,DENT6809, Endodontics Clinical Practice II Part 1,12,0.25,"$2,825 "
684,DENT6810, Endodontics Clinical Practice II Part 2,12,0.25,"$2,825 "
685,DENT6811, Endodontics Clinical Practice III Part 1,12,0.25,"$2,825 "
686,DENT6812, Endodontics Clinical Practice III Part 2,12,0.25,"$2,825 "
687,DENT6851, Endodontics Research Dissertation,6,0.125,"$1,413 "
688,DENT6801, Endodontics Theory I Part 1,6,0.125,"$1,413 "
689,DENT6802, Endodontics Theory I Part 2,6,0.125,"$1,413 "
690,DENT6803, Endodontics Theory II Part 1,6,0.125,"$1,413 "
691,DENT6804, Endodontics Theory II Part 2,6,0.125,"$1,413 "
692,DENT6805, Endodontics Theory III Part 1,6,0.125,"$1,413 "
693,DENT6806, Endodontics Theory III Part 2,6,0.125,"$1,413 "
694,GENG5516, Energy Storage Systems,6,0.125,$994 
695,ENSC2003, Engineering Electrical Fundamentals,6,0.125,$994 
696,GENG5011, Engineering Honours Research Project Part 1,12,0.25,"$1,988 "
697,GENG5012, Engineering Honours Research Project Part 2,12,0.25,"$1,988 "
698,ENSC1004, Engineering Materials,6,0.125,$994 
699,ENSC2004, Engineering Mechanics,6,0.125,$994 
700,MECH3402, Engineering Project 1,6,0.125,$994 
701,MECH3406, Engineering Project 2,6,0.125,$994 
702,GENG4511, Engineering Research Project,6,0.125,$994 
703,GENG5511, Engineering Research Project Part 1,6,0.125,$994 
704,GENG5512, Engineering Research Project Part 2,6,0.125,$994 
705,ENSC3024, Engineering Thermodynamics,6,0.125,$994 
706,EDUC5460, English Curriculum I,6,0.125,$494 
707,EDUC5470, English Curriculum II,6,0.125,$494 
708,MKTG5503, Enterprise and Innovation,6,0.125,"$1,813 "
709,INMT5501, Enterprise Information Systems,6,0.125,$994 
710,MGMT3342, Entrepreneurship,6,0.125,"$1,813 "
711,MGMT5608, Entrepreneurship and Innovation,6,0.125,"$1,813 "
712,ENVT2222, Environmental and Human health,6,0.125,$994 
713,PUBH5743, Environmental and Occupational Health,6,0.125,$994 
714,ECON4410, Environmental and Resource Economics,6,0.125,"$1,813 "
715,ENVT3361, Environmental Assessment,6,0.125,$994 
716,ENVT5514," Environmental Biosensing Agents: Contaminants, Cleanup and Crops",6,0.125,$994 
717,ARCT2050, Environmental Design,6,0.125,$994 
718,ENVT3362, Environmental Dynamics,6,0.125,$994 
719,ECON1120, Environmental Economics 1,6,0.125,"$1,813 "
720,ECON2224, Environmental Economics 2,6,0.125,"$1,813 "
721,ENVE5551, Environmental Engineering Design Project 1,6,0.125,$994 
722,ENVE5552, Environmental Engineering Design Project 2,6,0.125,$994 
723,BIOL4410, Environmental Genomics,6,0.125,$994 
724,GEOS4413, Environmental Geoscience,6,0.125,$994 
725,GENG5502, Environmental Geotechnics,6,0.125,$994 
726,HIST1901, Environmental History,6,0.125,"$1,813 "
727,ENVT5515, Environmental Management in Mining,6,0.125,$994 
728,ENVT5516, Environmental Monitoring and Sensors,6,0.125,$994 
729,ANIM3363, Environmental Physiology,6,0.125,$994 
730,GEOG3303, Environmental Policy and Planning,6,0.125,$994 
731,ENVT1104, Environmental Science and Technology,6,0.125,$994 
732,ENSC3013, Environmental Systems,6,0.125,$994 
733,PUBH5761, Epidemiology and Control of Communicable Diseases,6,0.125,$994 
734,PUBH4403, Epidemiology I,6,0.125,$994 
735,PUBH5759, Epidemiology II,6,0.125,$994 
736,LAWS5103, Equity and Trusts,6,0.125,"$1,813 "
737,CHEM3001, Essential Chemical Skills,6,0.125,$994 
738,FNSC5611, Ethics and Research Methods in Forensic Science,6,0.125,$994 
739,MGMT5506, Ethics and Sustainability Management,6,0.125,"$1,813 "
740,PHILM401, Ethics for The Digital Age: An Introduction to Moral Philosophy,6,0.125,"$1,813 "
741,PHIL1001, Ethics for the Digital Age: An Introduction to Moral Philosophy,6,0.125,"$1,813 "
742,ANTH3001, Ethnography: Methodological Perspectives,6,0.125,"$1,813 "
743,HIST1103, Europe to Hell and Back 1890-1945,6,0.125,"$1,813 "
744,SOCS5501, Evaluation,6,0.125,"$1,813 "
745,LAWS5107, Evidence,6,0.125,"$1,813 "
746,EMED5502, Evidence-based Emergency Medicine,6,0.125,"$1,413 "
747,PHYL5514, Evoked Responses in Clinical Diagnosis,6,0.125,$994 
748,GENE3350, Evolution and Development,6,0.125,$994 
749,LAWS2224, Evolution of Human Rights,6,0.125,"$1,813 "
750,ANIM3362, Evolutionary Processes,6,0.125,$994 
751,SSEH4664, Exercise and Health Psychology,6,0.125,"$1,813 "
752,SSEH2260, Exercise Physiology,6,0.125,$994 
753,SSEH3301, Exercise Prescription and Nutrition for Health and Fitness,6,0.125,"$1,813 "
754,SSEH3389, Exercise Rehabilitation,6,0.125,$994 
755,SCOM3319, Exhibitions and Interpretation,6,0.125,"$1,813 "
756,MKTG3311, Experiential Marketing,6,0.125,"$1,813 "
757,ARCY1002, Experimenting with Archaeology,6,0.125,"$1,813 "
758,PHIL2005, Exploring the Nature of Science,6,0.125,"$1,813 "
759,MICR5843, Extended Research Project in Infectious Diseases Part 1,12,0.25,"$1,988 "
760,MICR5844, Extended Research Project in Infectious Diseases Part 2,12,0.25,"$1,988 "
761,MICR5845, Extended Research Project in Infectious Diseases Part 3,12,0.25,"$1,988 "
762,MICR5848, Extended Research Project in Infectious Diseases Part 4,12,0.25,"$1,988 "
763,PODI6541, External Clinical Podiatry Practicum I,12,0.25,"$2,825 "
764,PODI6542, External Clinical Podiatry Practicum II,12,0.25,"$2,825 "
765,PSYC5663, External Practicum,6,0.125,"$1,813 "
766,PSYC5664, External Practicum,6,0.125,"$1,813 "
767,GENG4403, Extractive Metallurgy,6,0.125,$994 
768,LAWS5118, Family Law,6,0.125,"$1,813 "
769,SWSP5617, Family-centred Practice: Mental Health,6,0.125,"$1,813 "
770,PSYC5527, FASD Practicum,6,0.125,"$1,813 "
771,AGRI1001, Feeding the World,6,0.125,$494 
772,GEND3901, Feminist Thought,6,0.125,"$1,813 "
773,OGEG5809, Field Development Project,6,0.125,$994 
774,SWSP5309, Field Education 1: First Placement,18,0.375,"$5,438 "
775,SWSP5429, Field Education 2: Final Placement,18,0.375,"$5,438 "
776,EART2232, Field Geology,6,0.125,$994 
777,ANIM2209, Field Studies in Zoology,6,0.125,$994 
778,SCIE3304, Field Techniques in Marine Science,6,0.125,$994 
779,FINA5533, Finance Essentials,6,0.125,"$1,813 "
780,ACCT1101, Financial Accounting,6,0.125,"$1,813 "
781,ACCT5704, Financial Accounting and Reporting,6,0.125,"$1,813 "
782,ACCT3321, Financial Accounting: Theory and Practice,6,0.125,"$1,813 "
783,ACCT5531, Financial Accounting: Theory and Practice,6,0.125,"$1,813 "
784,FINA2209, Financial Planning,6,0.125,"$1,813 "
785,ACCT3302, Financial Statement Analysis,6,0.125,"$1,813 "
786,FINA5523, Financial Statement Analysis and Business Valuation,6,0.125,"$1,813 "
787,ARTF4004, Fine Arts Honours Dissertation by Art Practice Part 1,12,0.25,"$1,988 "
788,ARTF4005, Fine Arts Honours Dissertation by Art Practice Part 2,12,0.25,"$1,988 "
789,ARTF4003, Fine Arts Honours Exegesis,12,0.25,"$1,988 "
790,ARTF4001, Fine Arts Honours Seminar 1: Survey and Situate,6,0.125,$994 
791,ARTF4002, Fine Arts Honours Seminar 2: Critical Thought,6,0.125,$994 
792,ARTF1052," Fine Arts Studio: Record, Visualise & Imagine",6,0.125,$994 
793,ARTF1053," Fine Arts Studio: Space, Time & Beyond",6,0.125,$994 
794,GENG5514, Finite Element Method,6,0.125,$994 
795,BIOL3305, Fisheries Science: Foundation and Application,6,0.125,$494 
796,FINA5531, Fixed Income Securities,6,0.125,"$1,813 "
797,ENSC3003, Fluid Mechanics,6,0.125,$994 
798,ENVE4403," Fluid Transport, Mixing and Dispersion",6,0.125,$994 
799,PUBH5804, Food and Nutrition in Population Health,6,0.125,$994 
800,PUBH2208, Food and Nutrition in Population Health,6,0.125,$994 
801,SCIE5507, Food Fibre and Fuel Security,6,0.125,$494 
802,FNSC5649, Forensic Anthropology Dissertation Part 1,12,0.25,"$1,988 "
803,FNSC5650, Forensic Anthropology Dissertation Part 2,12,0.25,"$1,988 "
804,FNSC5612, Forensic Anthropology I - Introductory Theory and Method,6,0.125,$994 
805,FNSC5626, Forensic Anthropology II - Advanced Theory and Method,6,0.125,$994 
806,FNSC5627, Forensic Anthropology Professional Project Part 1,12,0.25,"$1,988 "
807,FNSC5628, Forensic Anthropology Professional Project Part 2,12,0.25,"$1,988 "
808,FNSC5614, Forensic Archaeology - Theory and Method,6,0.125,$994 
809,ARCT5529, Forensic Architecture,6,0.125,$994 
810,DENT5653, Forensic Medicine,6,0.125,"$1,413 "
811,DENT5650, Forensic Medicine and Pathology,12,0.25,"$2,825 "
812,FNSC5516, Forensic Odontology and Introductory Osteology,6,0.125,$994 
813,DENT5654, Forensic Pathology,6,0.125,"$1,413 "
814,IMED1001, Form and Function,6,0.125,"$1,413 "
815,GENG4410, Fossil to Future - The Transition,6,0.125,$994 
816,PSYC5672, Foundations in Clinical Skills I,6,0.125,"$1,813 "
817,PSYC5673, Foundations in Clinical Skills II,6,0.125,"$1,813 "
818,POLS2202, Foundations of Comparative Politics,6,0.125,"$1,813 "
819,PUBH2203, Foundations of Epidemiology and Biostatistics,6,0.125,$994 
820,POLS2214, Foundations of Foreign Policy,6,0.125,"$1,813 "
821,BUSN1103, Foundations of Global Business,6,0.125,"$1,813 "
